split,source_image,output_image,label,width,height,masked
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0031.jpg,good,128,59,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0032.jpg,good,103,119,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0033.jpg,good,104,103,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0034.jpg,good,103,101,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0035.jpg,good,91,117,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0036.jpg,good,83,118,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0037.jpg,good,97,102,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0038.jpg,good,111,98,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0039.jpg,good,92,118,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0040.jpg,good,122,104,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0041.jpg,good,93,105,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0042.jpg,good,110,109,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0043.jpg,good,91,104,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0044.jpg,good,98,88,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0045.jpg,good,86,99,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0046.jpg,good,97,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0047.jpg,good,119,93,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0048.jpg,good,99,104,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0049.jpg,good,117,100,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0050.jpg,good,109,111,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0051.jpg,good,98,110,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0052.jpg,good,119,93,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0053.jpg,good,128,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0054.jpg,good,125,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0055.jpg,good,93,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0056.jpg,good,87,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0057.jpg,good,118,105,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0058.jpg,good,87,121,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0059.jpg,good,84,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0060.jpg,good,92,107,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0061.jpg,good,96,127,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0062.jpg,good,114,111,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0063.jpg,good,104,119,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0064.jpg,good,102,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0065.jpg,good,78,99,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0066.jpg,good,89,101,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0067.jpg,good,90,111,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0068.jpg,good,131,100,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0069.jpg,good,104,85,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0070.jpg,good,98,125,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0071.jpg,good,96,118,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0072.jpg,good,97,101,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0073.jpg,good,102,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0074.jpg,good,81,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0075.jpg,good,114,112,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0076.jpg,good,102,103,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0077.jpg,good,126,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0078.jpg,good,81,120,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0079.jpg,good,101,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0080.jpg,good,113,107,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0081.jpg,good,129,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0082.jpg,good,113,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0083.jpg,good,97,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0084.jpg,good,104,98,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0085.jpg,good,107,94,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0086.jpg,good,103,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0087.jpg,good,122,106,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0088.jpg,good,90,100,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0089.jpg,good,93,124,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0090.jpg,good,97,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0091.jpg,good,115,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0092.jpg,good,95,88,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0093.jpg,good,115,87,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0094.jpg,good,114,89,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0095.jpg,good,118,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0096.jpg,good,94,119,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0097.jpg,good,90,112,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0098.jpg,good,111,94,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0099.jpg,good,112,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0100.jpg,good,83,119,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0101.jpg,good,118,105,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0102.jpg,good,99,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0103.jpg,good,121,81,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0104.jpg,good,98,94,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0105.jpg,good,94,125,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0106.jpg,good,111,111,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0107.jpg,good,102,99,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0108.jpg,good,119,104,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0109.jpg,good,98,119,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0110.jpg,good,104,103,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0111.jpg,good,114,103,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0112.jpg,good,104,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0113.jpg,good,124,90,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0114.jpg,good,80,112,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0115.jpg,good,86,111,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0116.jpg,good,101,112,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0117.jpg,good,117,98,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0118.jpg,good,108,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0119.jpg,good,92,105,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0120.jpg,good,98,94,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0121.jpg,good,102,117,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0122.jpg,good,134,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0123.jpg,good,90,118,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0124.jpg,good,102,111,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0125.jpg,good,106,109,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0126.jpg,good,139,98,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0127.jpg,good,83,103,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0128.jpg,good,124,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0129.jpg,good,80,117,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0130.jpg,good,103,117,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0131.jpg,good,112,88,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0132.jpg,good,104,100,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0133.jpg,good,89,120,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0134.jpg,good,117,99,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0135.jpg,good,99,105,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0136.jpg,good,118,107,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0137.jpg,good,115,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0138.jpg,good,94,109,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0139.jpg,good,100,103,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0140.jpg,good,111,92,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0141.jpg,good,94,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0142.jpg,good,101,94,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster36_0143.jpg,good,92,109,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0144.jpg,broken,89,95,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0145.jpg,broken,80,77,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0146.jpg,broken,104,85,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0147.jpg,broken,102,80,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0148.jpg,broken,96,82,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0149.jpg,broken,72,73,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0150.jpg,broken,60,72,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0151.jpg,broken,118,100,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0152.jpg,broken,108,80,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0153.jpg,broken,78,74,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0154.jpg,broken,71,71,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0155.jpg,broken,91,112,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0156.jpg,broken,62,65,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0157.jpg,broken,100,93,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0158.jpg,broken,94,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0159.jpg,broken,78,77,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0160.jpg,broken,88,83,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0161.jpg,broken,90,107,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0162.jpg,broken,102,94,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0163.jpg,broken,60,84,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0164.jpg,broken,39,52,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0165.jpg,broken,88,77,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0166.jpg,broken,97,92,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0167.jpg,broken,98,121,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0168.jpg,broken,104,82,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0169.jpg,broken,102,81,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0170.jpg,broken,73,81,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0171.jpg,broken,88,89,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0172.jpg,broken,109,90,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster36_0173.jpg,broken,111,107,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/impurity/ckcnnlw_cluster36_0174.jpg,impurity,44,54,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/impurity/ckcnnlw_cluster36_0175.jpg,impurity,53,54,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/impurity/ckcnnlw_cluster36_0176.jpg,impurity,51,53,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/impurity/ckcnnlw_cluster36_0177.jpg,impurity,51,57,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster36.jpg,data/synthetic_ckcnnlw_crops/train/impurity/ckcnnlw_cluster36_0178.jpg,impurity,62,70,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0000.jpg,good,60,83,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0001.jpg,good,81,56,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0002.jpg,good,55,106,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0003.jpg,good,102,58,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0004.jpg,good,42,118,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0005.jpg,good,118,56,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0006.jpg,good,40,107,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0007.jpg,good,93,52,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0008.jpg,good,46,81,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0009.jpg,good,96,45,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0010.jpg,good,39,85,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0011.jpg,good,82,45,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster37.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster37_0012.jpg,good,88,118,True
